Timestamp,Reading,Unit,LDC_Val
2023-12-28 18:07:44.624558,9.72,mm,-1246
2023-12-28 18:07:45.005180,9.04,mm,-1916
2023-12-28 18:07:45.386985,9.01,mm,-3046
2023-12-28 18:07:45.594647,9.01,mm,-4045
2023-12-28 18:07:45.848152,9.01,mm,-5368
2023-12-28 18:07:45.895674,8.73,mm,-6208
2023-12-28 18:07:45.975682,8.13,mm,-6836
2023-12-28 18:07:46.028207,7.58,mm,-7269
2023-12-28 18:07:46.252789,7.10,mm,-9688
2023-12-28 18:07:46.656902,6.70,mm,-15207
2023-12-28 18:07:46.783441,6.34,mm,-16887
2023-12-28 18:07:46.860955,5.84,mm,-17285
2023-12-28 18:07:47.084007,5.23,mm,-18409
2023-12-28 18:07:47.573636,4.72,mm,-22827
2023-12-28 18:07:47.982285,4.25,mm,-31346
2023-12-28 18:07:48.093487,3.82,mm,31002
2023-12-28 18:07:48.204017,3.29,mm,29758
2023-12-28 18:07:48.422064,2.77,mm,27929
2023-12-28 18:07:48.721739,2.27,mm,27967
2023-12-28 18:07:48.852796,1.93,mm,28011
2023-12-28 18:07:49.147599,1.58,mm,28027
2023-12-28 18:07:49.352749,1.40,mm,-29161
2023-12-28 18:07:49.620340,1.07,mm,-19168
2023-12-28 18:07:49.844490,0.86,mm,-14529
2023-12-28 18:07:50.165184,0.64,mm,-9301
2023-12-28 18:07:50.476476,0.46,mm,-6671
2023-12-28 18:07:50.682649,0.32,mm,-5201
2023-12-28 18:07:51.093802,0.23,mm,-2720
2023-12-28 18:07:51.424505,0.23,mm,-1699
2023-12-28 18:07:51.771610,0.26,mm,-1581
2023-12-28 18:07:52.040196,0.24,mm,-1582
2023-12-28 18:07:52.262238,0.40,mm,-1497
2023-12-28 18:07:52.341760,0.95,mm,-1298
2023-12-28 18:07:52.438315,1.65,mm,-974
2023-12-28 18:07:52.439324,2.14,mm,-974
2023-12-28 18:07:52.439324,2.42,mm,-974
2023-12-28 18:07:52.440320,2.83,mm,-974
2023-12-28 18:07:52.486324,3.32,mm,-917
2023-12-28 18:07:52.487328,3.95,mm,-917
2023-12-28 18:07:52.487328,4.65,mm,-917
2023-12-28 18:07:52.487328,5.09,mm,-917
2023-12-28 18:07:52.488326,5.09,mm,-917
2023-12-28 18:07:52.488326,5.09,mm,-917
2023-12-28 18:07:52.596363,5.18,mm,-711
2023-12-28 18:07:52.911099,6.32,mm,-320
2023-12-28 18:07:53.320384,7.57,mm,-177
2023-12-28 18:07:53.556445,8.84,mm,-114
2023-12-28 18:07:53.824873,9.84,mm,-76
2023-12-28 18:07:54.108763,10.87,mm,-70
2023-12-28 18:07:54.348809,11.79,mm,-71
2023-12-28 18:07:54.381841,12.36,mm,-71
2023-12-28 18:07:54.505887,12.36,mm,-70
2023-12-28 18:07:54.964774,12.38,mm,-52
2023-12-28 18:07:55.356557,12.38,mm,-26
2023-12-28 18:07:55.582630,13.39,mm,-20
2023-12-28 18:07:55.882725,14.71,mm,-14
2023-12-28 18:07:56.388635,15.95,mm,-9
2023-12-28 18:07:56.859507,16.82,mm,-10
2023-12-28 18:07:57.141603,18.18,mm,-7
2023-12-28 18:07:57.142606,19.05,mm,-7
2023-12-28 18:07:57.328661,19.36,mm,-6
2023-12-28 18:07:57.652344,19.38,mm,-4
2023-12-28 18:07:57.956173,19.39,mm,-3
2023-12-28 18:07:57.978175,21.26,mm,-3
2023-12-28 18:07:58.372584,22.69,mm,-3
2023-12-28 18:07:58.450106,23.70,mm,-2
2023-12-28 18:07:58.652158,24.59,mm,-3
2023-12-28 18:07:58.858203,24.69,mm,-3
2023-12-28 18:07:59.292847,24.70,mm,-2
2023-12-28 18:07:59.571952,24.70,mm,-2
2023-12-28 18:07:59.872554,25.22,mm,-3
2023-12-28 18:08:00.019602,26.14,mm,-3
2023-12-28 18:08:00.020602,27.09,mm,-3
2023-12-28 18:08:00.314412,27.73,mm,-4
2023-12-28 18:08:00.711510,27.76,mm,-3
2023-12-28 18:08:01.103393,27.76,mm,-4
2023-12-28 18:08:01.324446,28.34,mm,-5
2023-12-28 18:08:01.610258,30.25,mm,-5
2023-12-28 18:08:01.977054,31.02,mm,-5
2023-12-28 18:08:02.322696,31.02,mm,-5
2023-12-28 18:08:02.624295,31.02,mm,-5
2023-12-28 18:08:02.940224,31.02,mm,-5
2023-12-28 18:08:03.188282,31.02,mm,-5
