Timestamp,Reading,Unit,LDC_Val
2023-12-28 18:07:12.181811,48.79,mm,8
2023-12-28 18:07:12.546917,48.79,mm,8
2023-12-28 18:07:12.940509,48.79,mm,9
2023-12-28 18:07:13.252243,48.79,mm,8
2023-12-28 18:07:13.495422,48.79,mm,8
2023-12-28 18:07:13.557057,48.79,mm,8
2023-12-28 18:07:13.843643,48.79,mm,8
2023-12-28 18:07:14.143759,48.79,mm,8
2023-12-28 18:07:14.397811,48.79,mm,8
2023-12-28 18:07:14.603878,48.79,mm,8
2023-12-28 18:07:14.604877,48.79,mm,8
2023-12-28 18:07:14.605877,48.79,mm,8
2023-12-28 18:07:14.872983,48.79,mm,8
2023-12-28 18:07:15.297190,48.79,mm,8
2023-12-28 18:07:15.562969,48.79,mm,13
2023-12-28 18:07:15.563972,48.79,mm,13
2023-12-28 18:07:15.893730,48.79,mm,13
2023-12-28 18:07:16.003025,48.79,mm,13
2023-12-28 18:07:16.127515,48.79,mm,13
2023-12-28 18:07:16.454427,48.79,mm,13
2023-12-28 18:07:16.674175,48.79,mm,13
2023-12-28 18:07:16.894420,48.79,mm,13
2023-12-28 18:07:17.113939,48.79,mm,13
2023-12-28 18:07:17.428401,48.79,mm,13
2023-12-28 18:07:17.584428,48.79,mm,13
2023-12-28 18:07:17.926490,48.79,mm,13
2023-12-28 18:07:18.130005,48.79,mm,13
2023-12-28 18:07:18.542381,48.79,mm,13
2023-12-28 18:07:18.557433,48.79,mm,13
2023-12-28 18:07:19.062101,48.79,mm,13
2023-12-28 18:07:19.205155,48.79,mm,13
