Timestamp,Reading,Unit,LDC_Val_2,LDC_Val_1
2024-01-25 19:44:31.496915,1.78,mm,-10403,-10009
2024-01-25 19:44:31.731045,1.78,mm,-10538,-10090
2024-01-25 19:44:32.164005,1.78,mm,-11680,-11187
2024-01-25 19:44:32.306206,1.66,mm,-12254,-11720
2024-01-25 19:44:32.640634,1.58,mm,-12774,-12171
2024-01-25 19:44:32.879350,1.58,mm,-13221,-12611
2024-01-25 19:44:33.082998,1.51,mm,-13792,-13082
2024-01-25 19:44:33.243555,1.46,mm,-14334,-13658
2024-01-25 19:44:33.512107,1.37,mm,-14583,-13881
2024-01-25 19:44:33.702300,1.37,mm,-14812,-14171
2024-01-25 19:44:33.875030,1.32,mm,-15763,-14937
2024-01-25 19:44:34.274972,1.25,mm,-16193,-17323
2024-01-25 19:44:34.512681,1.09,mm,-16241,-17473
2024-01-25 19:44:34.781147,1.09,mm,-17036,-17260
2024-01-25 19:44:35.146726,0.98,mm,-17042,-17270
2024-01-25 19:44:35.194773,1.00,mm,-17064,-17290
2024-01-25 19:44:35.495949,0.98,mm,-17195,-17406
2024-01-25 19:44:35.684846,0.96,mm,-17726,-17848
2024-01-25 19:44:36.031471,0.92,mm,-18021,-18163
2024-01-25 19:44:36.286274,0.89,mm,-18324,-18443
2024-01-25 19:44:36.668296,0.85,mm,-18307,-18449
2024-01-25 19:44:36.954324,0.87,mm,-18276,-18416
2024-01-25 19:44:37.096935,0.85,mm,-18276,-18410
2024-01-25 19:44:37.239550,0.85,mm,-18274,-18412
2024-01-25 19:44:37.522273,0.85,mm,-18264,-18413
2024-01-25 19:44:37.905069,0.85,mm,-18224,-18375
2024-01-25 19:44:38.127975,0.87,mm,-18234,-18402
2024-01-25 19:44:38.291124,0.84,mm,-18239,-18427
2024-01-25 19:44:38.602982,0.82,mm,-18234,-18426
2024-01-25 19:44:38.747556,0.84,mm,-18251,-18441
2024-01-25 19:44:39.189206,0.86,mm,-18301,-18515
2024-01-25 19:44:39.476815,0.86,mm,-18263,-18508
2024-01-25 19:44:39.634457,0.85,mm,-18254,-18516
2024-01-25 19:44:39.793125,0.85,mm,-18261,-18521
2024-01-25 19:44:40.125058,0.85,mm,-18260,-18504
2024-01-25 19:44:40.251301,0.85,mm,-18272,-18524
2024-01-25 19:44:40.521367,0.86,mm,-18371,-18615
2024-01-25 19:44:40.839840,0.84,mm,-18492,-18704
2024-01-25 19:44:41.186372,0.84,mm,-18865,-19035
2024-01-25 19:44:41.354765,0.81,mm,-19286,-19426
2024-01-25 19:44:41.612927,0.77,mm,-20144,-20185
2024-01-25 19:44:41.772008,0.70,mm,-20405,-20421
2024-01-25 19:44:42.185200,0.68,mm,-21255,-21238
2024-01-25 19:44:42.376249,0.63,mm,-21250,-21241
2024-01-25 19:44:42.644308,0.63,mm,-21246,-21252
2024-01-25 19:44:42.954634,0.61,mm,-21260,-21256
2024-01-25 19:44:43.183148,0.64,mm,-21291,-21277
2024-01-25 19:44:43.292746,0.60,mm,-21405,-21297
2024-01-25 19:44:43.641994,0.59,mm,-22307,-22319
2024-01-25 19:44:43.785106,0.55,mm,-22511,-22354
2024-01-25 19:44:44.054214,0.52,mm,-23010,-22784
2024-01-25 19:44:44.418464,0.54,mm,-22997,-22783
2024-01-25 19:44:44.530638,0.51,mm,-22988,-22775
2024-01-25 19:44:44.859062,0.49,mm,-23006,-22764
2024-01-25 19:44:45.194860,0.51,mm,-24036,-23709
2024-01-25 19:44:45.401720,0.51,mm,-24042,-23729
2024-01-25 19:44:45.639797,0.46,mm,-23953,-23664
2024-01-25 19:44:45.908996,0.46,mm,-23856,-23586
2024-01-25 19:44:46.114864,0.45,mm,-23833,-23586
2024-01-25 19:44:46.464022,0.45,mm,-23870,-23629
2024-01-25 19:44:46.638597,0.47,mm,-23978,-23712
2024-01-25 19:44:47.017702,0.46,mm,-24262,-23962
2024-01-25 19:44:47.268611,0.44,mm,-24426,-24103
2024-01-25 19:44:47.380159,0.41,mm,-24415,-24086
2024-01-25 19:44:47.538749,0.43,mm,-24754,-24384
2024-01-25 19:44:48.111058,0.36,mm,-26227,-25738
2024-01-25 19:44:48.338781,0.34,mm,-26144,-25693
2024-01-25 19:44:48.411375,0.34,mm,-26130,-25703
2024-01-25 19:44:48.707067,0.33,mm,-26047,-25678
2024-01-25 19:44:49.016093,0.33,mm,-26027,-25686
2024-01-25 19:44:49.122621,0.33,mm,-26040,-25697
2024-01-25 19:44:49.425548,0.36,mm,-26024,-25642
2024-01-25 19:44:49.802687,0.32,mm,-19880,-20088
2024-01-25 19:44:50.156940,0.59,mm,-16761,-18297
2024-01-25 19:44:50.454799,0.84,mm,-15607,-14932
2024-01-25 19:44:50.595372,1.08,mm,-15642,-14883
2024-01-25 19:44:50.834398,1.25,mm,-15699,-14966
2024-01-25 19:44:51.050423,1.25,mm,-15717,-14971
2024-01-25 19:44:51.297007,1.25,mm,-15704,-15043
2024-01-25 19:44:51.402473,1.24,mm,-15696,-15060
2024-01-25 19:44:51.771387,1.26,mm,-14400,-13970
2024-01-25 19:44:51.930942,1.31,mm,-13021,-12561
2024-01-25 19:44:52.216659,1.48,mm,-11936,-11534
2024-01-25 19:44:52.564094,1.58,mm,-11008,-10642
2024-01-25 19:44:52.754660,1.70,mm,-10713,-10388
2024-01-25 19:44:52.976416,1.74,mm,-9975,-9630
2024-01-25 19:44:53.370809,1.83,mm,-9191,-8888
